file,language,line,proof_name
02_FORMAL/coq/Industries/IndustryFinancial.v,coq,368,capital_ratio_check
02_FORMAL/coq/Industries/IndustryGovernment.v,coq,66,fisma_compliance
02_FORMAL/coq/Industries/IndustryGovernment.v,coq,73,fedramp_authorization
02_FORMAL/coq/Industries/IndustryGovernment.v,coq,80,nist_800_53_compliance
02_FORMAL/coq/Industries/IndustryGovernment.v,coq,87,cjis_compliance
02_FORMAL/coq/Industries/IndustryGovernment.v,coq,94,fips_140_3_compliance
02_FORMAL/coq/Industries/IndustryGovernment.v,coq,102,high_impact_all_families
02_FORMAL/coq/Industries/IndustryGovernment.v,coq,111,fips_crypto_required
02_FORMAL/coq/Industries/IndustryGovernment.v,coq,157,fisma_le_refl
02_FORMAL/coq/Industries/IndustryGovernment.v,coq,160,fisma_le_trans
02_FORMAL/coq/Industries/IndustryGovernment.v,coq,183,high_most_controls
02_FORMAL/coq/Industries/IndustryGovernment.v,coq,187,controls_monotone
02_FORMAL/coq/Industries/IndustryGovernment.v,coq,200,minimum_requires_access_control
02_FORMAL/coq/Industries/IndustryGovernment.v,coq,209,minimum_requires_audit
02_FORMAL/coq/Industries/IndustryGovernment.v,coq,220,minimum_requires_integrity
02_FORMAL/coq/Industries/IndustryGovernment.v,coq,233,alignment_low
02_FORMAL/coq/Industries/IndustryGovernment.v,coq,236,alignment_moderate
02_FORMAL/coq/Industries/IndustryGovernment.v,coq,239,alignment_high
02_FORMAL/coq/Industries/IndustryGovernment.v,coq,245,cjis_key_sufficient
02_FORMAL/coq/Industries/IndustryGovernment.v,coq,270,fips_le_refl
02_FORMAL/coq/Industries/IndustryGovernment.v,coq,281,high_requires_fips3
02_FORMAL/coq/Industries/IndustryGovernment.v,coq,284,fips_requirement_monotone
02_FORMAL/coq/Industries/IndustryGovernment.v,coq,301,scan_frequency_decreasing
02_FORMAL/coq/Industries/IndustryGovernment.v,coq,318,poam_bounded
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,68,hipaa_privacy_rule
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,75,hipaa_security_rule
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,86,fda_21_cfr_11
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,93,hitech_breach_notification
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,100,hl7_fhir_security
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,108,phi_encryption_required
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,117,minimum_necessary_access
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,153,phi_sensitivity_positive
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,160,max_sensitivity_categories
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,169,demographics_minimum
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,176,genetic_sensitivity_ordering
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,187,hipaa_all_controls_access
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,190,hipaa_all_controls_audit
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,193,hipaa_all_controls_integrity
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,196,hipaa_all_controls_transmission
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,199,hipaa_all_controls_encryption
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,207,hipaa_full_implies_minimum
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,228,break_glass_must_be_logged
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,241,high_role_accesses_demographics
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,249,low_role_denied_psychotherapy
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,256,role_sufficient_access
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,276,consent_expired_invalid
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,285,consent_not_granted_invalid
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,304,retention_minimum_6_years
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,310,genetic_longest_retention
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,320,deidentification_removes_sensitivity
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,326,non_deidentified_preserves_sensitivity
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,336,dose_range_valid
02_FORMAL/coq/Industries/IndustryHealthcare.v,coq,350,lab_range_bounded
02_FORMAL/coq/Industries/IndustryLegal.v,coq,54,privilege_protection_axiom
02_FORMAL/coq/Industries/IndustryLegal.v,coq,61,aba_model_rules
02_FORMAL/coq/Industries/IndustryLegal.v,coq,68,conflict_screening_axiom
02_FORMAL/coq/Industries/IndustryLegal.v,coq,75,ediscovery_compliance
02_FORMAL/coq/Industries/IndustryLegal.v,coq,82,records_retention
02_FORMAL/coq/Industries/IndustryLegal.v,coq,90,privilege_requires_encryption
02_FORMAL/coq/Industries/IndustryLegal.v,coq,99,ethical_walls_effective
02_FORMAL/coq/Industries/IndustryLegal.v,coq,145,privilege_max_sensitivity
02_FORMAL/coq/Industries/IndustryLegal.v,coq,149,trust_equals_privilege_sensitivity
02_FORMAL/coq/Industries/IndustryLegal.v,coq,153,legal_sensitivity_positive
02_FORMAL/coq/Industries/IndustryLegal.v,coq,165,absolute_strongest
02_FORMAL/coq/Industries/IndustryLegal.v,coq,169,waived_no_protection
02_FORMAL/coq/Industries/IndustryLegal.v,coq,179,absolute_effective
02_FORMAL/coq/Industries/IndustryLegal.v,coq,182,waived_not_effective
02_FORMAL/coq/Industries/IndustryLegal.v,coq,185,qualified_effective
02_FORMAL/coq/Industries/IndustryLegal.v,coq,194,all_legal_requires_privilege
02_FORMAL/coq/Industries/IndustryLegal.v,coq,202,all_legal_requires_conflict_screening
02_FORMAL/coq/Industries/IndustryLegal.v,coq,213,all_legal_requires_ethical_walls
02_FORMAL/coq/Industries/IndustryLegal.v,coq,220,all_legal_requires_retention
02_FORMAL/coq/Industries/IndustryLegal.v,coq,238,count_legal_bounded
02_FORMAL/coq/Industries/IndustryLegal.v,coq,247,all_controls_count_six
02_FORMAL/coq/Industries/IndustryLegal.v,coq,272,retention_minimum_3
02_FORMAL/coq/Industries/IndustryLegal.v,coq,276,privilege_longest_retention
02_FORMAL/coq/Industries/IndustryLegal.v,coq,280,trust_equals_privilege_retention
02_FORMAL/coq/Industries/IndustryLegal.v,coq,288,same_party_conflict
02_FORMAL/coq/Industries/IndustryLegal.v,coq,294,different_parties_no_conflict
02_FORMAL/coq/Industries/IndustryLegal.v,coq,307,trust_balance_correct
02_FORMAL/coq/Industries/IndustryLegal.v,coq,318,hold_bounds
02_FORMAL/coq/Industries/IndustryManufacturing.v,coq,70,iec_62443_compliance
02_FORMAL/coq/Industries/IndustryManufacturing.v,coq,78,iec_61508_safety
02_FORMAL/coq/Industries/IndustryManufacturing.v,coq,85,zone_conduit_security
02_FORMAL/coq/Industries/IndustryManufacturing.v,coq,92,secure_development_lifecycle
02_FORMAL/coq/Industries/IndustryManufacturing.v,coq,99,nist_800_82_compliance
02_FORMAL/coq/Industries/IndustryManufacturing.v,coq,107,sl4_state_level_protection
02_FORMAL/coq/Industries/IndustryManufacturing.v,coq,116,zone_boundary_enforcement
02_FORMAL/coq/Industries/IndustryManufacturing.v,coq,164,sl_le_refl
02_FORMAL/coq/Industries/IndustryManufacturing.v,coq,169,sl_le_trans
02_FORMAL/coq/Industries/IndustryManufacturing.v,coq,176,sl_le_antisym
02_FORMAL/coq/Industries/IndustryManufacturing.v,coq,198,sil_le_refl
02_FORMAL/coq/Industries/IndustryManufacturing.v,coq,203,sil_positive
02_FORMAL/coq/Industries/IndustryManufacturing.v,coq,221,purdue_le_refl
02_FORMAL/coq/Industries/IndustryManufacturing.v,coq,233,same_level_adjacent
02_FORMAL/coq/Industries/IndustryManufacturing.v,coq,251,sff_minimum_60
02_FORMAL/coq/Industries/IndustryManufacturing.v,coq,257,higher_sil_higher_sff
02_FORMAL/coq/Industries/IndustryManufacturing.v,coq,271,full_compliance_requires_zones
02_FORMAL/coq/Industries/IndustryManufacturing.v,coq,282,full_compliance_requires_secure_dev
02_FORMAL/coq/Industries/IndustryManufacturing.v,coq,301,sl4_full_coverage
02_FORMAL/coq/Industries/IndustryManufacturing.v,coq,304,testing_coverage_monotone
02_FORMAL/coq/Industries/IndustryManufacturing.v,coq,320,process_level_isolated
02_FORMAL/coq/Industries/IndustryManufacturing.v,coq,323,control_level_isolated
02_FORMAL/coq/Industries/IndustryManufacturing.v,coq,326,business_level_not_ot
02_FORMAL/coq/Industries/IndustryManufacturing.v,coq,339,patch_window_decreasing
02_FORMAL/coq/Industries/IndustryMedia.v,coq,55,movielabs_ecp_compliance
02_FORMAL/coq/Industries/IndustryMedia.v,coq,64,dci_security
02_FORMAL/coq/Industries/IndustryMedia.v,coq,71,tpn_compliance
02_FORMAL/coq/Industries/IndustryMedia.v,coq,78,forensic_watermark
02_FORMAL/coq/Industries/IndustryMedia.v,coq,85,cdsa_compliance
02_FORMAL/coq/Industries/IndustryMedia.v,coq,93,prerelease_maximum_protection
02_FORMAL/coq/Industries/IndustryMedia.v,coq,102,watermark_persistence
02_FORMAL/coq/Industries/IndustryMedia.v,coq,146,prerelease_highest_sensitivity
02_FORMAL/coq/Industries/IndustryMedia.v,coq,150,postrelease_lowest_sensitivity
02_FORMAL/coq/Industries/IndustryMedia.v,coq,154,content_sensitivity_positive
02_FORMAL/coq/Industries/IndustryMedia.v,coq,168,hardware_strongest
02_FORMAL/coq/Industries/IndustryMedia.v,coq,172,unencrypted_weakest
02_FORMAL/coq/Industries/IndustryMedia.v,coq,180,hw_protects_any_content
02_FORMAL/coq/Industries/IndustryMedia.v,coq,187,unencrypted_inadequate_for_prerelease
02_FORMAL/coq/Industries/IndustryMedia.v,coq,191,postrelease_accepts_basic_drm
02_FORMAL/coq/Industries/IndustryMedia.v,coq,200,ecp_all_requires_encryption
02_FORMAL/coq/Industries/IndustryMedia.v,coq,208,ecp_all_requires_watermarking
02_FORMAL/coq/Industries/IndustryMedia.v,coq,218,ecp_all_requires_no_copies
02_FORMAL/coq/Industries/IndustryMedia.v,coq,234,count_ecp_bounded
02_FORMAL/coq/Industries/IndustryMedia.v,coq,243,all_ecp_count_six
02_FORMAL/coq/Industries/IndustryMedia.v,coq,259,dci_key_sufficient
02_FORMAL/coq/Industries/IndustryMedia.v,coq,277,viewing_bounded
02_FORMAL/coq/Industries/IndustryMedia.v,coq,289,screener_bounded
02_FORMAL/coq/Industries/IndustryMilitary.v,coq,61,nist_800_171_access_control
02_FORMAL/coq/Industries/IndustryMilitary.v,coq,69,cmmc_level3_compliance
02_FORMAL/coq/Industries/IndustryMilitary.v,coq,77,itar_export_control
02_FORMAL/coq/Industries/IndustryMilitary.v,coq,84,mil_std_882_safety
02_FORMAL/coq/Industries/IndustryMilitary.v,coq,91,rmf_authorization
02_FORMAL/coq/Industries/IndustryMilitary.v,coq,99,class_le_refl
02_FORMAL/coq/Industries/IndustryMilitary.v,coq,105,class_le_trans
02_FORMAL/coq/Industries/IndustryMilitary.v,coq,115,no_read_up
02_FORMAL/coq/Industries/IndustryMilitary.v,coq,161,class_le_iff_nat
02_FORMAL/coq/Industries/IndustryMilitary.v,coq,170,class_le_antisym
02_FORMAL/coq/Industries/IndustryMilitary.v,coq,182,class_le_total
02_FORMAL/coq/Industries/IndustryMilitary.v,coq,190,unclassified_bottom
02_FORMAL/coq/Industries/IndustryMilitary.v,coq,197,ts_sci_top
02_FORMAL/coq/Industries/IndustryMilitary.v,coq,204,bell_lapadula_ss
02_FORMAL/coq/Industries/IndustryMilitary.v,coq,213,bell_lapadula_star
02_FORMAL/coq/Industries/IndustryMilitary.v,coq,225,has_compartment_In
02_FORMAL/coq/Industries/IndustryMilitary.v,coq,239,empty_need_to_know_unrestricted
02_FORMAL/coq/Industries/IndustryMilitary.v,coq,246,comsec_required_for_classified_comms
02_FORMAL/coq/Industries/IndustryMilitary.v,coq,257,tempest_required_for_secret
02_FORMAL/coq/Industries/IndustryMilitary.v,coq,268,cross_domain_no_downgrade
02_FORMAL/coq/Industries/IndustryMilitary.v,coq,281,class_max_ge_left
02_FORMAL/coq/Industries/IndustryMilitary.v,coq,290,class_max_ge_right
02_FORMAL/coq/Industries/IndustryMilitary.v,coq,302,aggregation_raises_classification
02_FORMAL/coq/Industries/IndustryMilitary.v,coq,314,key_level_monotone
02_FORMAL/coq/Industries/IndustryMilitary.v,coq,325,personnel_clearance_dominates
02_FORMAL/coq/Industries/IndustryMilitary.v,coq,336,weapon_auth_requires_ts
02_FORMAL/coq/Industries/IndustryMilitary.v,coq,355,redundancy_monotone
02_FORMAL/coq/Industries/IndustryRealEstate.v,coq,57,smart_building_security
02_FORMAL/coq/Industries/IndustryRealEstate.v,coq,66,bacnet_security
02_FORMAL/coq/Industries/IndustryRealEstate.v,coq,73,access_control_security
02_FORMAL/coq/Industries/IndustryRealEstate.v,coq,80,transaction_protection
02_FORMAL/coq/Industries/IndustryRealEstate.v,coq,87,iot_device_security
02_FORMAL/coq/Industries/IndustryRealEstate.v,coq,95,building_segmentation
02_FORMAL/coq/Industries/IndustryRealEstate.v,coq,104,safety_failsafe
02_FORMAL/coq/Industries/IndustryRealEstate.v,coq,150,financial_records_max_sensitivity
02_FORMAL/coq/Industries/IndustryRealEstate.v,coq,154,access_credentials_max_sensitivity
02_FORMAL/coq/Industries/IndustryRealEstate.v,coq,158,property_sensitivity_positive
02_FORMAL/coq/Industries/IndustryRealEstate.v,coq,173,fire_safety_critical
02_FORMAL/coq/Industries/IndustryRealEstate.v,coq,176,elevator_critical
02_FORMAL/coq/Industries/IndustryRealEstate.v,coq,179,system_criticality_positive
02_FORMAL/coq/Industries/IndustryRealEstate.v,coq,183,fire_elevator_equal_criticality
02_FORMAL/coq/Industries/IndustryRealEstate.v,coq,194,fire_safety_is_critical
02_FORMAL/coq/Industries/IndustryRealEstate.v,coq,197,hvac_not_safety_critical
02_FORMAL/coq/Industries/IndustryRealEstate.v,coq,200,safety_critical_high_criticality
02_FORMAL/coq/Industries/IndustryRealEstate.v,coq,212,all_controls_requires_segmentation
02_FORMAL/coq/Industries/IndustryRealEstate.v,coq,221,all_controls_requires_auth
02_FORMAL/coq/Industries/IndustryRealEstate.v,coq,233,all_controls_requires_failsafe
02_FORMAL/coq/Industries/IndustryRealEstate.v,coq,250,count_building_bounded
02_FORMAL/coq/Industries/IndustryRealEstate.v,coq,259,all_controls_count_six
02_FORMAL/coq/Industries/IndustryRealEstate.v,coq,277,fire_safety_long_retention
02_FORMAL/coq/Industries/IndustryRealEstate.v,coq,281,retention_positive
02_FORMAL/coq/Industries/IndustryRealEstate.v,coq,293,firmware_no_downgrade
02_FORMAL/coq/Industries/IndustryRealEstate.v,coq,304,occupancy_bounded
02_FORMAL/coq/Industries/IndustryRetail.v,coq,59,ecommerce_pci_compliance
02_FORMAL/coq/Industries/IndustryRetail.v,coq,67,ccpa_compliance
02_FORMAL/coq/Industries/IndustryRetail.v,coq,74,gdpr_compliance
02_FORMAL/coq/Industries/IndustryRetail.v,coq,81,owasp_prevention
02_FORMAL/coq/Industries/IndustryRetail.v,coq,91,soc2_compliance
02_FORMAL/coq/Industries/IndustryRetail.v,coq,99,tls_required
02_FORMAL/coq/Industries/IndustryRetail.v,coq,108,csrf_tokens_required
02_FORMAL/coq/Industries/IndustryRetail.v,coq,154,payment_biometric_highest
02_FORMAL/coq/Industries/IndustryRetail.v,coq,158,payment_max_sensitivity
02_FORMAL/coq/Industries/IndustryRetail.v,coq,162,consumer_sensitivity_positive
02_FORMAL/coq/Industries/IndustryRetail.v,coq,178,right_to_nat_positive
02_FORMAL/coq/Industries/IndustryRetail.v,coq,182,right_to_nat_bounded
02_FORMAL/coq/Industries/IndustryRetail.v,coq,192,all_ecom_requires_tls
02_FORMAL/coq/Industries/IndustryRetail.v,coq,200,all_ecom_requires_pci
02_FORMAL/coq/Industries/IndustryRetail.v,coq,207,all_ecom_requires_sqli
02_FORMAL/coq/Industries/IndustryRetail.v,coq,217,all_ecom_requires_xss
02_FORMAL/coq/Industries/IndustryRetail.v,coq,237,count_ecommerce_bounded
02_FORMAL/coq/Industries/IndustryRetail.v,coq,247,all_controls_count_eight
02_FORMAL/coq/Industries/IndustryRetail.v,coq,267,expired_data_must_delete
02_FORMAL/coq/Industries/IndustryRetail.v,coq,279,expired_session_invalid
02_FORMAL/coq/Industries/IndustryRetail.v,coq,290,order_amount_positive
02_FORMAL/coq/Industries/IndustryRetail.v,coq,298,order_amount_bounded
02_FORMAL/coq/Industries/IndustryRetail.v,coq,310,inventory_bounded
02_FORMAL/coq/Industries/IndustryTelecom.v,coq,56,security_5g_compliance
02_FORMAL/coq/Industries/IndustryTelecom.v,coq,65,gsma_security
02_FORMAL/coq/Industries/IndustryTelecom.v,coq,72,slice_isolation
02_FORMAL/coq/Industries/IndustryTelecom.v,coq,79,signaling_security
02_FORMAL/coq/Industries/IndustryTelecom.v,coq,86,nfv_security
02_FORMAL/coq/Industries/IndustryTelecom.v,coq,94,integrity_mandatory_5g
02_FORMAL/coq/Industries/IndustryTelecom.v,coq,103,up_integrity_available
02_FORMAL/coq/Industries/IndustryTelecom.v,coq,158,core_most_critical
02_FORMAL/coq/Industries/IndustryTelecom.v,coq,162,domain_criticality_positive
02_FORMAL/coq/Industries/IndustryTelecom.v,coq,173,ausf_is_auth
02_FORMAL/coq/Industries/IndustryTelecom.v,coq,176,amf_not_auth
02_FORMAL/coq/Industries/IndustryTelecom.v,coq,185,all_sec_requires_auth
